Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
10/23/15,Place in Manhattan,2015-10-23T16:52:44-04:00,2015-10-23T17:51:25-04:00,3521,40.7856121081,-73.9720724825,,
10/24/15,Place in Manhattan,2015-10-24T19:08:21-04:00,2015-10-24T21:22:57-04:00,8076,40.7856121081,-73.9720724825,,
10/24/15,Place in Manhattan,2015-10-24T21:29:26-04:00,2015-10-24T21:40:04-04:00,638,40.7872798189,-73.9756668651,,
10/24/15,Place in Manhattan,2015-10-24T21:44:36-04:00,2015-10-25T00:00:00-04:00,8124,40.7856121081,-73.9720724825,,
10/25/15,Place in Manhattan,2015-10-25T00:00:00-04:00,2015-10-25T08:36:35-04:00,30995,40.7856121081,-73.9720724825,,
10/25/15,Place in Manhattan,2015-10-25T08:41:52-04:00,2015-10-25T09:07:59-04:00,1567,40.7869139082,-73.9733281397,,
10/25/15,Place in Manhattan,2015-10-25T09:10:37-04:00,2015-10-25T17:36:10-04:00,30333,40.7856121081,-73.9720724825,,
10/25/15,Place in Manhattan,2015-10-25T17:41:26-04:00,2015-10-25T18:09:16-04:00,1670,40.7869139082,-73.9733281397,,
10/25/15,Place in Manhattan,2015-10-25T18:13:56-04:00,2015-10-25T19:19:36-04:00,3940,40.7856121081,-73.9720724825,,
10/25/15,Place in Manhattan,2015-10-25T19:27:36-04:00,2015-10-25T19:46:11-04:00,1115,40.7932640788,-73.9766380183,,
10/25/15,Place in Park West Village,2015-10-25T19:52:22-04:00,2015-10-25T21:05:05-04:00,4363,40.7961260047,-73.9614610877,,
10/25/15,Place in Washington Heights,2015-10-25T21:27:19-04:00,2015-10-25T22:02:47-04:00,2128,40.8548690093,-73.9367390322,,
